"","text"
"923","things to be grateful for  kena covid   makanan  dimakan   rumah  berteduh   keluarga   one internet  main social media  baring baring   electric  on kis  aircond  lam"
"924","  diragemo motsheng wa lona a go bodutu ka ntlha ya covid kgotsa go tshwanela fela tloganatso    audio bouquet  "
"925","pesakit covid rlu sentiasa sitif  dr zulkifli "
"926"," ayo  lindungan   covid  lu ya kawanselalu pakai masker laskarberbagikasih laskarcoronayo kawan ramaikan am ikutan ya "
"927"," kuwa na mgonjwa wa covid sio tishio ila tahadhari ni bora kuliko fedhaunajinza kwa kujali  sa ningeta medical ove kwamba ni uzushi ningeelewa"
"928","haran k  haran    menyebut     momentum indonesia bangkit  bergerak  negara maju  mam   krisis akibat ndemi virus corona covid  "
"929"," risau baca kes covid meningkat       kena  family   "
"930","hewan liharaan   rbolehkan    keberangkatan ya gaesuntuk kenyamanan  bersamalintasshuttle shuttlebandung shuttlejakarta jakarta bandung covid shuttleaman "
"931","pengusaha  artis langgar aturan covid      bebashrs  fpi    alasan   utk  tangkadan  bubarkanyaudah  ya semau elu aja urus bangsa inintr   masanya elu kualat"
"932","ayah member  dah stage  covid doktor tidurkan dah doa   terbaik"
"933"," r miliar  disiaan pemerintah kabuten pemkab temanggung jawa   dana ndamngan  orasional vaksinasi covid anggaran  berasal  s dana kebencanaan apbd    "
"934"," berdoa    puasa  raya  ni tan covid amin ya allah"
"935"," takut divaksinvaksin covid produksi sinovac aman  halal "
"936","ayah member  dah stage  covid doktor tidurkan dah doa   terbaik"
"937","antivaxcovid ni ciaan who  bahaya   wujud n kuman tu btw   jual vitamin  lawan covid   "
"938"," berdoa    puasa  raya  ni tan covid amin ya allah"
"939"," takut divaksinvaksin covid produksi sinovac aman  halal "
"940","keberhasilan laksanaan pilkada serentak   bertetan  ndemi covid   mengaesiasi salah satunya  duta  amerika serikatpilkadasuksesdiaesiasi"
"941","  langkah jitu  cek  buktikan hoaks vaksin covid  beredar  sosmedklik  lih cek am buktikan hoaks  masukkan  kunci   dicari  klik ikon ncarianvaksin selektif tet gunakandangkanhanifalatas "
"942","hallo jokowi inggris   menemukan vaksin covid tam suntik dgn harga murah  dexamethasone dgn dosis rendah mam atasi covid rah sekalin    jauhkan vaksin sinovac  cina "
"943","buka pertemanan jalinpersatuansrikandimandiri reayo dukung vaksinasi nasional covid mutualmilenialfollow "
"944","please butuh golongan darah o rnah sitif covid    dinyatakan sembuh  domisili surabaya cp bagas  "
"945"," tz covid free buana"
"946"," kabuten  riau belajar tatamuka   pandemi covid  "
"947","utama covid pesakit covid rlu sentiasa sitif  dr zulkifli "
"948","studi  mengungkagejala covid  kali    kondisi mata wasdai  kondisi mata serti  "
"949","haran k  haran    menyebut     momentum indonesia bangkit  bergerak  negara maju  mam   krisis akibat ndemi virus corona covid  "
"950","yes bro percayalah covid ni wujud  konsrasi "
"951","dilarkan hostal  brazil kehabisan bekalan oksigen kerana sakit covid    ramai keluarga sakit  terksa membeli  bekalan oksigen  venezuelaperkara   menyedihkan "
"952","menkes akui pemerintah salah sasaran  testing covid "
"953","vaksin  rcaya ta liverol wer rcaya lak  juara nasib  covid"
"954","hallo jokowi inggris   menemukan vaksin covid tam suntik dgn harga murah  dexamethasone dgn dosis rendah mam atasi covid rah sekalin    jauhkan vaksin sinovac  cina "
"955","pesakit covid rlu sentiasa sitif  dr zulkifli "
"956","covid barubaru    keluarga  dijangkiti covid   dat dimasuk hostal kerana  teruk   diarah kuarantin  rumahnyaini  bebenang"
"957","  buti  sitif covid    divaksinada bebera  beliau terr virus    divaksin vaksin  dosis  kekebalan   eh ketemu virusnya dst solusi perkuat m t nutrisi buka jendela"
"958"," berdoa    puasa  raya  ni tan covid amin ya allah"
"959","ndashima abaganga bose bita kubarwayi ba covid nahandi bose bita kubuzimagushimafriday "
"960","things to be grateful for  kena covid   makanan  dimakan   rumah  berteduh   keluarga   one internet  main social media  baring baring   electric  on kis  aircond  lam"
"961","sobatkom tahukah   ndemi covid transformasi digital   cet     juta masyarakat terkoneksi internetsalah  uya terhadatransformasi digital  adl mengembangkan  lar literasia  simak njelasannya   "
"962"," takut divaksinvaksin covid produksi sinovac aman  halal "
"963"," apfriends   suka   rumah yuk ikutin ti cegah nularan  bergian   sayangi keluarga cegah nyebaran covid  rumah sendiristay safe gaesangkasapurabumnuntukindonesia "
"964","buti  dokter terinfeksi covid  disuntik vaksin"
"965"," takut divaksinvaksin covid produksi sinovac aman  halal "
"966","please butuh golongan darah o rnah sitif covid    dinyatakan sembuh  domisili surabaya cp bagas  "
"967"," takut divaksinvaksin covid produksi sinovac aman  halal "
"968"," rm patuhi sop  usaha menangani covid   trend  ningkatan kes baharu  agresif"
"969","pandemi covid   bencana alam menguji "
"970","buti sleman positif covid  vaksinasi  penjelasan kemenkes "
"971"," tujuh orang  rumah skrng tinggal  orang kakak  adik reman   mae kakak   sorang  hostal sungai buloh   arwah abang ir    meninggal dunia  gi   hostal sungai buloh kerana covid "
"972"," halo mas    diambil tuhan  covid mas  rnah membaca  sia  meninggal  terkena wabah    ikhtiar  sembuh halanya serti mati syahid ibunya sti  tenang   mas semoga masnya ikhlas yaa semangatt"
"973","pesakit covid rlu sentiasa sitif  dr zulkifli "
"974","  blm  obat definitif covid  teranya mengikuti gejala klinis yg timbul  berhasil  nggaksaya  ga rnah  tera mahal  pasien  yg survive   yg  yg  doa   utk  sien  kesembuhan "
"975","ayah member  dah stage  covid doktor tidurkan dah doa   terbaik"
"976"," takut divaksinvaksin covid produksi sinovac aman  halal "
"977","antivaxcovid ni ciaan who  bahaya   wujud n kuman tu btw   jual vitamin  lawan covid   "
"978","antivaxcovid ni ciaan who  bahaya   wujud n kuman tu btw   jual vitamin  lawan covid   "
"979","yes bro percayalah covid ni wujud  konsrasi "
"980"," takut divaksinvaksin covid produksi sinovac aman  halal "
"981","bercakada  rtamanya  white house da khamis presiden amerika syarikat as joe biden memrincikan strateginya  memerangi covid  negara  selari  manifesto  dikemukakannya  kemn pilihan raya  laluberitarakita "
"982"," rumah     musim covid ltak "
"983","semoga asa  lebaran  ndemi covid udah udah hilang deh amin "
"984"," berdoa    puasa  raya  ni tan covid amin ya allah"
"985","pesakit covid rlu sentiasa sitif  dr zulkifli "
"986","things to be grateful for  kena covid   makanan  dimakan   rumah  berteduh   keluarga   one internet  main social media  baring baring   electric  on kis  aircond  lam"
"987","pesakit covid rlu sentiasa sitif  dr zulkifli "
"988","pesakit covid rlu sentiasa sitif  dr zulkifli "
"989"," jurnalis warga dihukum njara   siaran langsung situasi ndemi  kota wuhan badan kesehatan dunia who    nyelidikan asalusul virus  kota  da    majalahtem "
"990","things to be grateful for  kena covid   makanan  dimakan   rumah  berteduh   keluarga   one internet  main social media  baring baring   electric  on kis  aircond  lam"
"991","    alasan   a    tesjadi  sakit dianggasakit   sembuh   nya serti jaman  sakit   covid maybe"
"992"," berdoa    puasa  raya  ni tan covid amin ya allah"
"993"," takut divaksinvaksin covid produksi sinovac aman  halal "
"994"," nggak  ngerasa flu tenggorokan gatel  sakit ta langusung rno kena covid  dirika  negatif  kena flu    ndemi gini  emang musti  aware ta hatihati  anxiety "
"995","ngelinye ilanga solala singavuki kuthiwe covid kanti ubetway "
"996"," r miliar  disiaan pemerintah kabuten pemkab temanggung jawa   dana ndamngan  orasional vaksinasi covid anggaran  berasal  s dana kebencanaan apbd    "
"997","menkes akui pemerintah salah sasaran  testing covid "
"998"," berdoa    puasa  raya  ni tan covid amin ya allah"
"999"," nggak  ngerasa flu tenggorokan gatel  sakit ta langusung rno kena covid  dirika  negatif  kena flu    ndemi gini  emang musti  aware ta hatihati  anxiety "
